,District,Rooms,Price
610,Buca / Şirinyer,2+1,16.000 TL
611,Buca,1+1,15.000 TL
612,Menemen,3+1,15.000 TL
613,Buca,1+1,15.000 TL
614,Ödemiş,3+1,15.000 TL
615,Buca,2+1,15.000 TL
616,Menemen / Seyrek,1+1,16.000 TL
617,Ödemiş,3+1,15.000 TL
618,Tire,3+0,16.000 TL
619,Menemen / Seyrek,2+1,16.000 TL
620,Karabağlar / Yeşilyurt,2+1,16.000 TL
621,Kemalpaşa / Köyler,3+1,15.000 TL
622,Menderes / Gümüldür,1+1,15.000 TL
623,Menemen / Seyrek,1+1,15.250 TL
624,Menemen / Seyrek,1+1,16.000 TL
625,Karabağlar / Günaltay,2+1,16.000 TL
626,Buca,1+1,15.000 TL
627,Menemen / Seyrek,1+1,15.500 TL
628,Menemen / Seyrek,1+1,15.000 TL
629,Çiğli / Büyükçiğli,2+1,15.000 TL
630,Menemen / Seyrek,1+1,15.000 TL
631,Bayraklı / Alpaslan,1+1,15.500 TL
632,Tire,1+1,15.000 TL
633,Ödemiş,3+1,16.000 TL
634,Buca,1+1,15.000 TL
635,Buca,1+1,15.000 TL
636,Torbalı / Ayrancılar,2+1,15.000 TL
637,Bornova / Atatürk,1+1,15.000 TL
638,Karşıyaka / Cumhuriyet,2+1,16.000 TL
639,Buca,1+1,16.000 TL
640,Buca,1+1,16.000 TL
641,Menemen,1+1,16.000 TL
642,Buca,1+1,15.000 TL
643,Buca,1+1,16.000 TL
644,Torbalı / Ayrancılar,2+1,15.000 TL
645,Buca,1+1,15.000 TL
646,Çiğli / Egekent,3+1,16.000 TL
647,Gaziemir,3+1,15.000 TL
648,Buca,1+1,15.000 TL
649,Menemen / Asarlık,2+1,15.000 TL
650,Menemen / Seyrek,1+1,15.000 TL
651,Menderes / Görece,2+1,16.000 TL
652,Torbalı,2+1,15.000 TL
653,Menemen / Seyrek,1+1,16.000 TL
654,Bornova / Naldöken,2+1,16.000 TL
655,Konak / Eşrefpaşa,2+1,15.500 TL
656,Bornova,2+1,15.000 TL
657,Menemen / Seyrek,1+1,16.000 TL
658,Menemen / Seyrek,1+1,15.750 TL
659,Bayraklı / Gümüşpala,2+1,15.000 TL
660,Kemalpaşa / Köyler,2+1,15.000 TL
661,Torbalı,3+1,16.000 TL
662,Menemen / Seyrek,1+1,16.000 TL
663,Bergama,3+1,16.000 TL
664,Buca,1+1,16.000 TL
665,Buca,1+1,15.000 TL
666,Buca,1+1,15.000 TL
667,Menemen / Seyrek,1+1,16.000 TL
668,Karabağlar / Günaltay,3+1,15.000 TL
669,Konak / Küçükyalı,Stüdyo (1+0),15.000 TL
670,Bayraklı / Alpaslan,1+1,16.000 TL
671,Kınık,2+1,16.000 TL
672,Konak / Gültepe,3+1,15.000 TL
673,Torbalı / Ayrancılar,2+1,15.500 TL
674,Buca,1+1,16.000 TL
675,Menemen / Seyrek,1+1,15.000 TL
676,Buca,1+1,15.000 TL
677,Torbalı,2+1,15.000 TL
678,Karabağlar,3+1,16.000 TL
679,Buca,1+1,15.000 TL
680,Karabağlar,1+1,15.000 TL
681,Torbalı / Yazıbaşı,3+1,15.000 TL
682,Buca,1+1,16.000 TL
683,Buca,1+1,15.000 TL
684,Seferihisar / Doğanbey,1+1,15.000 TL
685,Menemen / Seyrek,1+1,16.000 TL
686,Buca,2+0,16.000 TL
687,Buca,1+1,16.000 TL
688,Torbalı / Ayrancılar,1+1,15.750 TL
689,Torbalı,1+1,15.000 TL
690,Ödemiş,3+1,16.000 TL
691,Menemen / Seyrek,1+1,15.000 TL
692,Buca / İşçievleri,2+1,15.000 TL
693,Torbalı,2+1,16.000 TL
694,Buca,1+1,15.000 TL
695,Kiraz,2+1,15.000 TL
696,Karabağlar / Günaltay,3+1,15.000 TL
697,Konak / Alsancak,1+1,16.000 TL
698,Bayraklı / Alpaslan,1+1,15.000 TL
699,Bergama,1+1,16.000 TL
700,Menemen / Seyrek,2+1,15.000 TL
701,Konak / Gültepe,1+1,15.000 TL
702,Bornova / Kazımdirik,1+1,15.000 TL
703,Konak / Güzelyalı,Stüdyo (1+0),15.000 TL
704,Menemen / Seyrek,Stüdyo (1+0),15.000 TL
705,Karabağlar,2+1,16.000 TL
706,Menemen / Seyrek,1+1,15.000 TL
707,Menemen / Seyrek,1+1,15.000 TL
708,Torbalı / Ayrancılar,2+1,15.000 TL
709,Buca,1+1,15.500 TL
710,Menemen / Seyrek,1+1,16.000 TL
711,Gaziemir,2+1,15.000 TL
712,Menemen / Asarlık,2+1,16.000 TL
713,Bayraklı / Alpaslan,2+1,15.000 TL
714,Buca,1+1,15.000 TL
715,Çiğli / Egekent,4+1,16.000 TL
716,Torbalı / Ayrancılar,2+1,15.500 TL
717,Buca,1+1,15.000 TL
718,Bayraklı / Gümüşpala,2+1,16.000 TL
719,Torbalı,1+1,15.000 TL
720,Karabağlar / Yeşilyurt,2+1,15.000 TL
721,Menemen / Seyrek,1+1,15.500 TL
722,Bayraklı / Alpaslan,3+1,16.000 TL
723,Ödemiş,3+1,15.000 TL
724,Buca,1+1,16.000 TL
725,Buca,1+1,16.000 TL
726,Bayraklı / Gümüşpala,2+1,15.000 TL
727,Menemen / Asarlık,1+1,15.500 TL
728,Menemen,3+1,15.750 TL
729,Buca,1+1,15.000 TL
730,Menemen / Seyrek,1+1,16.000 TL
731,Torbalı,3+1,16.000 TL
732,Buca,1+1,16.000 TL
733,Menemen / Seyrek,1+1,15.000 TL
734,Bayraklı / Soğukkuyu,3+1,15.000 TL
735,Karabağlar,3+1,15.000 TL
736,Buca,1+1,15.000 TL
737,Buca,2+1,16.000 TL
738,Karabağlar,2+1,15.000 TL
739,Torbalı,1+1,15.000 TL
740,Torbalı / Yazıbaşı,3+1,15.000 TL
741,Menemen,2+1,15.000 TL
742,Karabağlar / Yeşilyurt,2+1,15.000 TL
743,Dikili / Çandarlı,1+1,15.000 TL
744,Menemen,2+1,16.000 TL
745,Torbalı / Ayrancılar,3+1,16.000 TL
746,Bayraklı,3+1,16.000 TL
747,Menemen / Seyrek,1+1,15.000 TL
748,Bornova / Naldöken,Stüdyo (1+0),15.500 TL
749,Buca / Şirinyer,1+1,15.000 TL
750,Buca,1+1,16.000 TL
751,Buca,2+1,15.000 TL
752,Buca / Şirinyer,1+1,15.000 TL
753,Torbalı,2+1,15.000 TL
754,Buca / Şirinyer,1+1,16.000 TL
755,Karabağlar / Kibar,2+1,15.000 TL
756,Buca,1+1,16.000 TL
757,Menemen / Seyrek,1+1,15.000 TL
758,Torbalı / Ayrancılar,1+1,15.500 TL
759,Torbalı,3+1,15.000 TL
760,Buca,1+1,15.000 TL
761,Bergama,2+1,15.000 TL
762,Buca / İşçievleri,3+1,16.000 TL
763,Menemen / Seyrek,1+1,15.000 TL
764,Çiğli / Büyükçiğli,1+1,16.000 TL
765,Bayraklı,2+1,16.000 TL
766,Karabağlar,2+1,15.000 TL
767,Tire,3+1,15.000 TL
768,Menemen / Seyrek,1+1,15.500 TL
769,Menemen / Seyrek,1+1,15.500 TL
770,Bayraklı,2+1,15.000 TL
771,Urla / Köyler,1+1,15.750 TL
772,Tire,3+1,15.000 TL
773,Karabağlar / Yeşilyurt,3+1,15.000 TL
774,Bayındır / Köyler,1+1,15.000 TL
775,Menemen / Seyrek,1+1,15.000 TL
776,Bayraklı / Alpaslan,4+1,16.000 TL
777,Buca,1+1,16.000 TL
778,Buca,1+1,16.000 TL
779,Karabağlar / Günaltay,2+1,15.000 TL
780,Bayındır,1.5+1,15.000 TL
781,Bayraklı / Alpaslan,2+1,16.000 TL
782,Menemen / Seyrek,1+1,16.000 TL
783,Karabağlar / Günaltay,3+1,15.000 TL
784,Karabağlar / Günaltay,2+1,15.000 TL
785,Menemen / Seyrek,1+1,15.000 TL
786,Ödemiş,3+1,15.000 TL
787,Tire,1+1,15.000 TL
788,Konak / Eşrefpaşa,2+1,16.000 TL
789,Karşıyaka,Stüdyo (1+0),15.000 TL
790,Buca,1+1,16.000 TL
791,Bornova / Naldöken,3+1,15.500 TL
792,Karşıyaka / Cumhuriyet,2+1,16.000 TL
793,Buca / Şirinyer,1+1,16.000 TL
794,Çiğli / Büyükçiğli,2+1,16.000 TL
795,Menemen / Seyrek,1+1,15.500 TL
796,Tire,2+1,15.500 TL
797,Bayraklı / Gümüşpala,1+1,16.000 TL
798,Bornova / Atatürk,2+1,15.500 TL
799,Çiğli / Büyükçiğli,1+1,15.000 TL
800,Çiğli / Balatçık,1+1,15.500 TL
801,Buca,1+1,15.000 TL
802,Torbalı / Ayrancılar,1+1,15.000 TL
803,Karabağlar / Günaltay,1+1,16.000 TL
804,Bergama,1+1,16.000 TL
805,Buca,2+1,16.000 TL
806,Buca,1+1,16.000 TL
807,Karşıyaka / İmbatlı,2+1,15.000 TL
808,Torbalı / Ayrancılar,1+1,15.000 TL
809,Buca,1+1,16.000 TL
810,Menemen / Seyrek,1+1,15.000 TL
811,Buca,1+1,16.000 TL
812,Bayraklı / Alpaslan,2+1,16.000 TL
813,Menemen / Seyrek,1+1,16.000 TL
814,Menemen / Seyrek,1+1,15.500 TL
815,Buca,Stüdyo (1+0),16.000 TL
816,Bornova / Atatürk,1+1,15.000 TL
817,Menemen / Seyrek,1+1,15.000 TL
818,Menemen / Seyrek,1+1,15.000 TL
819,Menemen / Seyrek,1+1,16.000 TL
820,Bornova / Altındağ,2+0,15.000 TL
821,Bornova / Atatürk,Stüdyo (1+0),15.000 TL
822,Menemen / Seyrek,1+1,15.000 TL
823,Buca,1+1,16.000 TL
824,Çiğli / Egekent,1+1,16.000 TL
825,Menemen / Seyrek,1+1,15.000 TL
826,Seferihisar,1+1,16.000 TL
827,Menemen / Seyrek,1+1,15.500 TL
828,Buca,1+1,16.000 TL
829,Buca,1+1,15.000 TL
830,Buca / İşçievleri,3+1,15.000 TL
831,Bayraklı / Gümüşpala,2+1,15.000 TL
832,Buca,1+1,15.500 TL
833,Karabağlar,1+1,16.000 TL
834,Beydağ,1+1,16.000 TL
835,Buca / Şirinyer,3+1,16.000 TL
836,Karşıyaka,2+1,16.000 TL
837,Bayraklı / Alpaslan,3+1,15.500 TL
838,Ödemiş,3+1,15.000 TL
839,Buca,3+1,15.000 TL
840,Buca,1+1,16.000 TL
841,Menemen,1+1,16.000 TL
842,Buca,1+1,15.000 TL
843,Menemen / Seyrek,1+1,15.000 TL
844,Karabağlar,2+1,15.000 TL
845,Buca,Stüdyo (1+0),15.000 TL
846,Torbalı / Ayrancılar,1+1,16.000 TL
847,Buca,Stüdyo (1+0),15.000 TL
848,Ödemiş,2+1,15.000 TL
849,Gaziemir / Sarnıç,2+1,15.000 TL
850,Buca,1+1,16.000 TL
851,Buca,Stüdyo (1+0),15.000 TL
852,Bayraklı / Gümüşpala,2+1,16.000 TL
853,Menemen / Seyrek,1+1,15.500 TL
854,Buca,1+1,16.000 TL
855,Menemen / Seyrek,1+1,15.000 TL
856,Karabağlar,3+1,15.000 TL
857,Menemen / Seyrek,1+1,16.000 TL
858,Buca,1+1,15.000 TL
859,Torbalı,3+1,15.000 TL
860,Buca,1+1,16.000 TL
861,Bayraklı / Gümüşpala,2+1,15.000 TL
862,Buca,1+1,15.500 TL
863,Buca / İşçievleri,2+1,15.500 TL
864,Bayraklı / Alpaslan,1+1,15.250 TL
865,Menemen / Seyrek,Stüdyo (1+0),16.000 TL
866,Ödemiş,2+1,15.000 TL
867,Ödemiş,2+1,16.000 TL
868,Buca / Şirinyer,2+1,15.500 TL
869,Buca,1+1,15.000 TL
870,Menemen / Seyrek,1+1,15.500 TL
871,Çiğli / Egekent,1+1,15.000 TL
872,Buca,1+1,15.000 TL
873,Menemen / Seyrek,1+1,15.000 TL
874,Buca,2+1,16.000 TL
875,Buca,1+1,16.000 TL
876,Ödemiş,2+1,15.000 TL
877,Menemen / Asarlık,2+1,16.000 TL
878,Buca,Stüdyo (1+0),16.000 TL
879,Buca,1+1,16.000 TL
880,Buca,1+1,15.000 TL
881,Bornova / Kazımdirik,1+1,15.000 TL
882,Tire,3+1,16.000 TL
883,Torbalı / Ayrancılar,2+1,15.000 TL
884,Bornova / Çamdibi,2+1,16.000 TL
885,Çiğli / Balatçık,2+1,16.000 TL
886,Kemalpaşa,1+1,16.000 TL
887,Karabağlar / Günaltay,3+1,15.000 TL
888,Buca,1+1,15.000 TL
889,Torbalı / Ayrancılar,2+1,15.000 TL
890,Bornova,1+1,15.000 TL
891,Bornova / Atatürk,3+1,16.000 TL
892,Menemen / Seyrek,1+1,16.000 TL
893,Buca,1+1,16.000 TL
894,Buca,1+1,16.000 TL
895,Bayraklı / Gümüşpala,2+1,15.000 TL
896,Tire,2+1,15.000 TL
897,Menemen / Seyrek,1+1,15.000 TL
898,Çiğli / Egekent,1+1,16.000 TL
899,Karabağlar,1+1,15.000 TL
900,Bayraklı / Gümüşpala,3+1,15.000 TL
901,Menemen / Seyrek,1+1,15.000 TL
902,Karabağlar / Yeşilyurt,3+1,16.000 TL
903,Menemen / Seyrek,1+1,15.000 TL
904,Ödemiş,2+1,16.000 TL
905,Buca,2+0,15.000 TL
906,Seferihisar,1+1,15.500 TL
907,Bornova / Naldöken,Stüdyo (1+0),15.000 TL
908,Karabağlar / Yeşilyurt,2+1,15.000 TL
909,Kemalpaşa,1+1,15.000 TL
910,Menemen / Asarlık,2+1,15.000 TL
911,Buca / Şirinyer,3+1,15.000 TL
912,Menemen / Seyrek,1+1,16.000 TL
913,Buca,1+1,16.000 TL
914,Buca,1+1,16.000 TL
915,Buca,2+0,15.000 TL
916,Bornova / Naldöken,1+1,15.500 TL
917,Karabağlar / Yeşilyurt,2+1,15.000 TL
918,Buca,2+0,16.000 TL
919,Bayraklı / Alpaslan,2+1,16.000 TL
920,Buca / İşçievleri,2+1,16.000 TL
921,Karşıyaka / Cumhuriyet,3+1,15.000 TL
922,Bayraklı / Gümüşpala,2+1,15.000 TL
923,Konak / Eşrefpaşa,3+1,15.000 TL
924,Bayraklı / Gümüşpala,2+1,15.000 TL
925,Buca / Şirinyer,2+0,15.000 TL
926,Buca,2+1,15.000 TL
927,Buca,Stüdyo (1+0),15.500 TL
928,Ödemiş,1+1,15.000 TL
929,Ödemiş,3+1,16.000 TL
930,Karabağlar / Kibar,3+1,15.000 TL
931,Buca / İşçievleri,2+1,15.000 TL
932,Buca / Şirinyer,2+1,16.000 TL
933,Buca / Şirinyer,1+1,16.000 TL
934,Bayraklı / Alpaslan,1+1,16.000 TL
935,Menemen / Seyrek,1+1,15.000 TL
936,Menemen / Seyrek,1+1,15.000 TL
937,Bayraklı / Alpaslan,2+1,15.000 TL
938,Menemen / Seyrek,1+1,15.750 TL
939,Buca,2+1,15.000 TL
940,Bornova / Çamdibi,2+1,15.000 TL
941,Menemen,1+1,15.500 TL
942,Bayraklı / Gümüşpala,2+1,16.000 TL
943,Menemen / Seyrek,1+1,16.000 TL
944,Menemen / Seyrek,2+1,16.000 TL
945,Buca,1+1,15.500 TL
946,Buca,1+1,15.000 TL
947,Buca,2+0,15.000 TL
948,Bayraklı / Soğukkuyu,2+1,16.000 TL
949,Buca,2+1,15.500 TL
950,Menemen / Seyrek,1+1,16.000 TL
951,Buca,1+1,16.000 TL
952,Seferihisar / Ürkmez,1+1,15.000 TL
953,Menemen / Seyrek,Stüdyo (1+0),15.000 TL
954,Ödemiş,2+1,15.500 TL
955,Gaziemir,2+1,16.000 TL
956,Buca,1+1,15.000 TL
957,Menemen / Seyrek,1+1,15.500 TL
958,Menemen / Asarlık,2+1,15.000 TL
959,Bornova / Naldöken,1+1,15.000 TL
960,Buca,2+1,15.000 TL
961,Buca,2+1,16.000 TL
962,Menemen / Seyrek,1+1,15.000 TL
963,Ödemiş,3+1,15.000 TL
964,Torbalı / Ayrancılar,2+1,15.000 TL
965,Buca,Stüdyo (1+0),15.000 TL
966,Menemen / Seyrek,1+1,15.000 TL
967,Konak / Gürçeşme,2+1,16.000 TL
968,Çeşme,3+1,16.000 TL
969,Buca,1+1,16.000 TL
970,Kemalpaşa / Armutlu,2+1,15.000 TL
971,Torbalı,1+1,15.000 TL
972,Çiğli / Ataşehir,3+1,16.000 TL
973,Buca,1+1,15.500 TL
974,Bornova,2+1,15.500 TL
975,Buca,2+0,16.000 TL
976,Menemen / Seyrek,1+1,15.500 TL
977,Ödemiş,2+1,16.000 TL
978,Menemen / Seyrek,1+1,16.000 TL
979,Buca,1+1,15.500 TL
980,Seferihisar,1+1,15.500 TL
981,Buca,1+1,16.000 TL
982,Menemen / Seyrek,1+1,15.500 TL
983,Konak / Eşrefpaşa,3+1,16.000 TL
984,Karabağlar / Yeşilyurt,1+1,15.000 TL
985,Buca,2+1,15.000 TL
986,Buca,Stüdyo (1+0),15.000 TL
987,Menemen / Seyrek,1+1,15.000 TL
988,Buca,1+1,15.750 TL
989,Tire,2+1,15.000 TL
990,Buca,1+1,15.000 TL
991,Menemen / Seyrek,1+1,16.000 TL
992,Buca,1+1,16.000 TL
993,Buca / Şirinyer,2+1,16.000 TL
994,Buca,1+1,16.000 TL
995,Bayraklı / Soğukkuyu,2+1,15.000 TL
996,Menemen / Seyrek,1+1,15.000 TL
997,Bayraklı,3+1,16.000 TL
998,Menemen / Seyrek,1+1,16.000 TL
999,Menemen / Seyrek,1+1,15.000 TL
1000,Menemen / Seyrek,Stüdyo (1+0),15.000 TL
1001,Buca,1+1,15.500 TL
1002,Menemen / Seyrek,1+1,16.000 TL
1003,Buca,1+1,16.000 TL
1004,Tire,3+1,15.000 TL
1005,Buca,1+1,15.000 TL
1006,Menemen / Koyundere,1+1,16.000 TL
1007,Buca,1+1,15.000 TL
1008,Buca / Şirinyer,2+1,15.000 TL
1009,Menemen / Köyler,2+1,16.000 TL
1010,Bornova / Çamdibi,1+1,15.000 TL
1011,Menemen / Seyrek,2+1,16.000 TL
1012,Ödemiş,2+1,15.000 TL
1013,Buca / Şirinyer,3+1,15.500 TL
1014,Menemen / Seyrek,1+1,16.000 TL
1015,Buca / Şirinyer,2+1,15.000 TL
1016,Buca,1+1,15.000 TL
1017,Menemen / Seyrek,1+1,15.500 TL
1018,Buca,1+1,15.000 TL
1019,Çiğli / Egekent,2+1,15.000 TL
1020,Menemen,1+1,16.000 TL
1021,Menemen / Seyrek,1+1,15.000 TL
1022,Menemen / Seyrek,1+1,16.000 TL
1023,Buca,1+1,15.000 TL
1024,Buca,2+0,16.000 TL
1025,Menemen / Seyrek,1+1,15.500 TL
1026,Menemen / Seyrek,1+1,16.000 TL
1027,Bornova / Köyler,2+1,16.000 TL
1028,Buca,1+1,16.000 TL
1029,Karabağlar / Günaltay,2+1,15.000 TL
1030,Buca,1+1,16.000 TL
1031,Menemen / Seyrek,1+1,15.000 TL
1032,Balçova,Stüdyo (1+0),15.000 TL
1033,Menemen / Türkelli,2+1,16.000 TL
1034,Bornova / Çamdibi,1+1,15.000 TL
1035,Buca,1+1,16.000 TL
1036,Buca,1+1,15.000 TL
1037,Buca,1+1,15.500 TL
1038,Torbalı / Ayrancılar,1+1,15.000 TL
1039,Bornova / Atatürk,1+1,15.000 TL
1040,Bornova / Pınarbaşı,2+1,15.000 TL
1041,Torbalı / Çaybaşı,2+1,15.000 TL
1042,Ödemiş,4+1,15.000 TL
1043,Buca,2+0,15.500 TL
1044,Tire,1+1,15.000 TL
1045,Buca,1+1,16.000 TL
1046,Konak / Eşrefpaşa,2+1,15.000 TL
1047,Menemen / Seyrek,1+1,16.000 TL
1048,Torbalı / Ayrancılar,1+1,15.500 TL
1049,Buca,1+1,16.000 TL
1050,Karşıyaka,1+1,16.000 TL
1051,Tire,2+1,15.000 TL
1052,Buca,1+1,15.000 TL
1053,Menemen / Seyrek,1+1,15.000 TL
1054,Ödemiş,2+1,15.000 TL
1055,Buca,1+1,15.000 TL
1056,Menemen / Seyrek,1+1,15.500 TL
1057,Menemen,3+1,15.000 TL
1058,Bornova / Atatürk,3+1,15.000 TL
1059,Foça / Yenifoça,1+1,15.000 TL
1060,Bornova / Çamdibi,2+1,15.000 TL
1061,Ödemiş,2+1,15.000 TL
1062,Buca,1+1,15.500 TL
1063,Buca,Stüdyo (1+0),16.000 TL
1064,Buca,1+1,16.000 TL
1065,Karabağlar / Yeşilyurt,2+1,15.000 TL
1066,Bayraklı / Alpaslan,Stüdyo (1+0),15.000 TL
1067,Buca,1+1,16.000 TL
1068,Karabağlar,2+1,15.000 TL
1069,Buca,1+1,15.000 TL
1070,Bornova / Çamdibi,2+1,15.000 TL
1071,Menemen,1+1,16.000 TL
1072,Bornova / Altındağ,2+0,16.000 TL
1073,Buca,1+1,16.000 TL
1074,Buca / Şirinyer,2+1,15.999 TL
1075,Ödemiş,3+1,15.000 TL
1076,Menemen,3+1,16.000 TL
1077,Bergama,3+1,15.000 TL
1078,Karabağlar / Yeşilyurt,3+1,16.000 TL
1079,Menemen / Seyrek,1+1,15.000 TL
1080,Foça / Bağarası,1+1,16.000 TL
1081,Menemen / Seyrek,1+1,15.500 TL
1082,Selçuk,2+1,15.000 TL
1083,Buca,1+1,16.000 TL
1084,Buca,1+1,16.000 TL
1085,Bayraklı / Alpaslan,3+1,15.000 TL
1086,Menemen / Seyrek,1+1,15.250 TL
1087,Bayraklı / Alpaslan,2+1,15.000 TL
1088,Menemen / Seyrek,1+1,16.000 TL
1089,Buca,1+1,16.000 TL
1090,Menemen / Seyrek,1+1,16.000 TL
1091,Gaziemir,2+1,15.000 TL
1092,Konak / Basmane,3+1,15.000 TL
1093,Karabağlar,2+0,15.000 TL
1094,Karaburun / Mordoğan,Stüdyo (1+0),15.000 TL
1095,Buca / Şirinyer,3+1,15.000 TL
1096,Menemen / Seyrek,1+1,16.000 TL
1097,Buca,1+1,15.000 TL
1098,Ödemiş,3+1,16.000 TL
1099,Torbalı / Ayrancılar,2+1,15.000 TL
1100,Bornova / Naldöken,2+1,16.000 TL
1101,Menemen / Asarlık,2+1,16.000 TL
1102,Urla / Köyler,1+1,15.000 TL
1103,Menemen / Seyrek,1+1,16.000 TL
1104,Tire,2+1,15.000 TL
1105,Buca,1+1,15.000 TL
1106,Menderes / Görece,2+1,16.000 TL
1107,Çiğli / Egekent,1+1,15.000 TL
1108,Menemen / Asarlık,3+1,15.000 TL
1109,Buca,1+1,15.000 TL
1110,Menemen / Seyrek,1+1,16.000 TL
1111,Torbalı,2+1,15.500 TL
1112,Ödemiş,3+1,15.000 TL
1113,Menemen / Seyrek,1+1,15.000 TL
1114,Buca,2+0,15.000 TL
1115,Bayraklı / Soğukkuyu,1+1,15.000 TL
1116,Buca,1+1,16.000 TL
1117,Menemen / Seyrek,1+1,15.000 TL
1118,Bornova / Naldöken,1+1,16.000 TL
1119,Bornova,2+1,16.000 TL
1120,Urla,2+0,16.000 TL
1121,Buca,1+1,16.000 TL
1122,Seferihisar / Ürkmez,1+1,16.000 TL
1123,Karabağlar / Günaltay,3+1,16.000 TL
1124,Konak / Gürçeşme,2+1,15.000 TL
1125,Buca,1+1,16.000 TL
1126,Buca,3+1,15.000 TL
1127,Menemen / Türkelli,2+1,15.500 TL
1128,Karabağlar,2+1,16.000 TL
1129,Menemen,2+1,15.000 TL
1130,Ödemiş,2+1,16.000 TL
1131,Menemen / Seyrek,1+1,15.000 TL
1132,Buca / Şirinyer,3+1,15.000 TL
1133,Tire,2+1,15.000 TL
1134,Menemen / Seyrek,1+1,15.000 TL
1135,Buca,1+1,15.000 TL
1136,Bergama,3+1,15.000 TL
1137,Buca,2+1,16.000 TL
1138,Karabağlar,2+1,15.000 TL
1139,Karabağlar,2+1,16.000 TL
1140,Menemen / Seyrek,1+1,15.000 TL
1141,Menemen / Seyrek,1+1,16.000 TL
1142,Karabağlar / Yeşilyurt,1+1,15.000 TL
1143,Karabağlar,1+1,15.000 TL
1144,Tire,2+1,15.500 TL
1145,Buca,1+1,15.000 TL
1146,Ödemiş / Zeytinlik,3+1,15.000 TL
1147,Torbalı / Ayrancılar,1+1,15.500 TL
1148,Buca,1+1,15.000 TL
1149,Torbalı / Ayrancılar,2+1,16.000 TL
1150,Buca,1+1,15.000 TL
1151,Bornova / Altındağ,2+1,15.000 TL
1152,Buca,1+1,16.000 TL
1153,Bornova / Pınarbaşı,3+1,15.000 TL
1154,Ödemiş / Birgi,1+1,15.000 TL
1155,Ödemiş,3+1,15.000 TL
1156,Buca,1+1,16.000 TL
1157,Menemen,1+1,15.000 TL
1158,Buca,2+1,16.000 TL
1159,Karabağlar / Günaltay,2+1,15.000 TL
1160,Bayraklı / Soğukkuyu,2+1,15.000 TL
1161,Buca,1+1,16.000 TL
1162,Bornova / Çamdibi,2+1,15.000 TL
1163,Ödemiş,2+1,15.000 TL
1164,Çiğli / Egekent,1+1,16.000 TL
1165,Buca,2+0,15.000 TL
1166,Buca,1+1,15.000 TL
1167,Buca,1+1,15.000 TL
1168,Bayraklı / Gümüşpala,3+1,16.000 TL
1169,Buca / Şirinyer,2+1,15.500 TL
1170,Karabağlar / Günaltay,3+1,15.500 TL
1171,Menemen / Seyrek,1+1,15.000 TL
1172,Bornova / Çamdibi,2+1,16.000 TL
1173,Ödemiş,2+1,16.000 TL
1174,Menemen / Seyrek,1+1,15.000 TL
1175,Konak / Gürçeşme,2+1,16.000 TL
1176,Bornova / Atatürk,1+1,16.000 TL
1177,Karabağlar / Kibar,3+1,15.000 TL
1178,Ödemiş,2+1,16.000 TL
1179,Menemen / Seyrek,1+1,15.500 TL
1180,Buca,1+1,15.000 TL
1181,Buca,1+1,16.000 TL
1182,Çiğli / Ataşehir,2+1,16.000 TL
1183,Torbalı,1+1,16.000 TL
1184,Kemalpaşa,3+1,15.000 TL
1185,Karabağlar,2+1,15.000 TL
1186,Karabağlar,2+1,15.000 TL
1187,Torbalı / Ayrancılar,2+1,16.000 TL
1188,Selçuk,2+1,16.000 TL
1189,Bayraklı / Alpaslan,1+1,16.000 TL
1190,Ödemiş,1+1,15.000 TL
1191,Konak / Gürçeşme,2+1,15.000 TL
1192,Bayraklı / Alpaslan,1+1,15.000 TL
1193,Menemen / Seyrek,1+1,16.000 TL
1194,Buca / Şirinyer,2+1,15.000 TL
1195,Buca,1+1,16.000 TL
1196,Torbalı,2+1,15.250 TL
1197,Menemen / Asarlık,2+1,15.000 TL
1198,Menderes / Görece,2+1,16.000 TL
1199,Konak / Alsancak,1+1,16.000 TL
1200,Tire,2+1,15.000 TL
1201,Aliağa,1+1,15.000 TL
1202,Buca,1+1,15.750 TL
1203,Buca,1+1,15.000 TL
1204,Torbalı,2+1,15.000 TL
1205,Buca,1+1,15.000 TL
1206,Bergama,3+1,15.000 TL
1207,Tire,3+1,15.000 TL
1208,Menemen / Seyrek,1+1,16.000 TL
1209,Çiğli / Balatçık,Stüdyo (1+0),15.000 TL
1210,Torbalı / Ayrancılar,2+1,15.500 TL
1211,Kiraz,3+1,15.000 TL
1212,Çiğli / Balatçık,3+1,16.000 TL
1213,Menemen / Seyrek,2+0,15.000 TL
1214,Menemen / Seyrek,1+1,15.750 TL
1215,Bornova / Atatürk,2+1,15.000 TL
1216,Bayraklı / Alpaslan,2+1,15.000 TL
1217,Buca,2+1,15.500 TL
1218,Menemen / Seyrek,1+1,15.000 TL
1219,Menemen,3+1,15.000 TL
1220,Konak / Basmane,2+1,15.000 TL
1221,Buca,1+1,15.500 TL
1222,Buca / İşçievleri,2+0,15.000 TL
1223,Buca / İşçievleri,1+1,15.000 TL
1224,Torbalı,1+1,16.000 TL
1225,Menemen / Seyrek,1+1,15.000 TL
1226,Menderes / Köyler,2+0,15.000 TL
1227,Karabağlar / Yeşilyurt,3+1,15.000 TL
1228,Menemen / Seyrek,1+1,16.000 TL
1229,Torbalı,1+1,15.000 TL
1230,Aliağa / Helvacı,3+1,16.000 TL
1231,Çiğli / Büyükçiğli,2+1,15.000 TL
